Table Code,State Code,District Code,Area Name,Total/ Rural/ Urban,Age group,Worked for 3 months or more but less than 6 months -  Persons,Worked for 3 months or more but less than 6 months - Males,Worked for 3 months or more but less than 6 months - Females,Worked for less than 3 months - Persons,Worked for less than 3 months - Males,Worked for less than 3 months - Females,Industrial Category - A - Cultivators - Persons,Industrial Category - A - Cultivators - Males,Industrial Category - A - Cultivators - Females,Industrial Category - A - Agricultural labourers - Persons,Industrial Category - A - Agricultural labourers - Males,Industrial Category - A - Agricultural labourers - Females,"Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Persons","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Males","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Females",Industrial Category - B - Persons,Industrial Category - B - Males,Industrial Category - B - Females,Industrial Category - C - HHI - Persons,Industrial Category - C - HHI - Males,Industrial Category - C - HHI - Females,Industrial Category - C - Non HHI - Persons,Industrial Category - C - Non HHI - Males,Industrial Category - C - Non HHI - Females,Industrial Category - D & E - Persons,Industrial Category - D & E - Males,Industrial Category - D & E - Females,Industrial Category - F - Persons,Industrial Category - F - Males,Industrial Category - F - Females,Industrial Category - G - HHI - Persons,Industrial Category - G - HHI - Males,Industrial Category - G - HHI - Females,Industrial Category - G - Non HHI - Persons,Industrial Category - G - Non HHI - Males,Industrial Category - G - Non HHI - Females,Industrial Category - H - Persons,Industrial Category - H - Males,Industrial Category - H - Females,Industrial Category - I - Persons,Industrial Category - I - Males,Industrial Category - I - Females,Industrial Category - J - HHI - Persons,Industrial Category - J - HHI - Males,Industrial Category - J - HHI - Females,Industrial Category - J - Non HHI - Persons,Industrial Category - J - Non HHI - Males,Industrial Category - J - Non HHI - Females,Industrial Category - K to M - Persons,Industrial Category - K to M - Males,Industrial Category - K to M - Females,Industrial Category - N to O - Persons,Industrial Category - N to O - Males,Industrial Category - N to O - Females,Industrial Category - P to Q - Persons,Industrial Category - P to Q - Males,Industrial Category - P to Q - Females,Industrial Category - R to U - HHI - Persons,Industrial Category - R to U - HHI - Males,Industrial Category - R to U - HHI - Females,Industrial Category - R to U - Non HHI - Persons,Industrial Category - R to U - Non HHI - Males,Industrial Category - R to U - Non HHI - Females
B0706,`33,`629,District - Kanniyakumari,Urban,80+,459,298,161,181,122,59,36,27,9,117,89,28,52,48,4,0,0,0,55,21,34,46,32,14,3,3,0,52,40,12,0,0,0,33,27,6,3,3,0,13,6,7,0,0,0,0,0,0,0,0,0,6,6,0,12,3,9,52,18,34,160,97,63
B0706,`33,`629,District - Kanniyakumari,Urban,Age not stated,25,9,16,5,1,4,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,3,12
B0706,`33,`630,District - Dharmapuri,Total,Total,81506,38435,43071,15915,6522,9393,10248,4962,5286,50283,19241,31042,2932,1436,1496,1374,958,416,2470,752,1718,4188,2480,1708,204,192,12,10226,5838,4388,6,6,0,3298,2314,984,1756,1730,26,554,388,166,12,6,6,202,150,52,310,270,40,318,240,78,1114,378,736,1350,264,1086,6576,3352,3224
B0706,`33,`630,District - Dharmapuri,Total,`5-9,482,248,234,109,59,50,77,41,36,92,44,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,404,216,188
B0706,`33,`630,District - Dharmapuri,Total,`10-14,866,451,415,249,144,105,170,88,82,305,153,152,20,10,10,0,0,0,2,0,2,52,28,24,0,0,0,40,40,0,0,0,0,12,12,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,12,6,10,8,2,480,244,236
B0706,`33,`630,District - Dharmapuri,Total,15-19,4481,2751,1730,1065,606,459,469,259,210,2087,1092,995,90,36,54,62,60,2,140,20,120,462,288,174,18,18,0,796,684,112,6,6,0,276,212,64,80,80,0,10,4,6,0,0,0,12,12,0,14,6,8,6,6,0,48,12,36,128,46,82,842,516,326
B0706,`33,`630,District - Dharmapuri,Total,20-24,9500,4914,4586,1755,822,933,926,369,557,4653,1801,2852,242,120,122,166,98,68,194,92,102,676,470,206,90,90,0,1470,1008,462,0,0,0,496,384,112,300,300,0,32,32,0,0,0,0,88,46,42,90,70,20,30,26,4,224,82,142,204,36,168,1374,712,662
B0706,`33,`630,District - Dharmapuri,Total,25-29,11422,5317,6105,2150,845,1305,1181,489,692,6203,2131,4072,334,132,202,218,144,74,402,90,312,724,474,250,34,32,2,1836,1122,714,0,0,0,558,418,140,398,394,4,76,52,24,6,6,0,28,18,10,64,64,0,28,22,6,314,94,220,194,26,168,974,454,520
B0706,`33,`630,District - Dharmapuri,Total,30-34,9839,4374,5465,1697,628,1069,1078,482,596,5878,1992,3886,352,160,192,190,130,60,348,106,242,532,282,250,16,14,2,1346,698,648,0,0,0,368,286,82,342,338,4,72,58,14,0,0,0,50,50,0,42,40,2,42,30,12,196,84,112,154,20,134,530,232,298
B0706,`33,`630,District - Dharmapuri,Total,35-39,10549,4396,6153,1901,675,1226,1215,521,694,6873,2226,4647,386,184,202,170,132,38,380,86,294,536,306,230,12,12,0,1284,604,680,0,0,0,426,284,142,296,288,8,42,28,14,6,0,6,6,6,0,18,18,0,72,58,14,136,60,76,140,30,110,452,228,224
B0706,`33,`630,District - Dharmapuri,Total,40-49,16348,7334,9014,2865,1050,1815,2193,1042,1151,11098,4288,6810,612,276,336,296,196,100,440,156,284,608,304,304,14,12,2,1884,988,896,0,0,0,566,338,228,254,246,8,170,118,52,0,0,0,18,18,0,40,36,4,66,54,12,122,26,96,262,38,224,570,248,322
B0706,`33,`630,District - Dharmapuri,Total,50-59,9886,4448,5438,2013,753,1260,1513,786,727,6924,2695,4229,490,262,228,182,130,52,262,82,180,346,204,142,20,14,6,932,398,534,0,0,0,360,236,124,80,80,0,78,48,30,0,0,0,0,0,0,28,24,4,50,20,30,46,8,38,138,18,120,450,196,254
B0706,`33,`630,District - Dharmapuri,Total,60-69,6115,3039,3076,1455,580,875,1025,609,416,4563,1986,2577,288,170,118,76,62,14,206,72,134,206,88,118,0,0,0,564,270,294,0,0,0,178,106,72,4,4,0,60,42,18,0,0,0,0,0,0,8,6,2,24,24,0,4,0,4,72,12,60,292,168,124
B0706,`33,`630,District - Dharmapuri,Total,70-79,1620,935,685,544,304,240,313,224,89,1321,679,642,104,76,28,2,0,2,68,32,36,32,24,8,0,0,0,62,26,36,0,0,0,42,32,10,2,0,2,8,6,2,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,46,30,16,158,104,54
B0706,`33,`630,District - Dharmapuri,Total,80+,347,200,147,105,50,55,84,51,33,264,147,117,14,10,4,0,0,0,16,4,12,8,6,2,0,0,0,6,0,6,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,48,32,16
B0706,`33,`630,District - Dharmapuri,Total,Age not stated,51,28,23,7,6,1,4,1,3,22,7,15,0,0,0,12,6,6,12,12,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
B0706,`33,`630,District - Dharmapuri,Rural,Total,73386,33977,39409,13894,5505,8389,9907,4770,5137,48085,18282,29803,2640,1256,1384,1306,912,394,1922,656,1266,3106,1928,1178,194,188,6,9040,5004,4036,6,6,0,2250,1626,624,1352,1330,22,246,166,80,0,0,0,110,76,34,192,162,30,202,160,42,730,258,472,1116,212,904,4876,2490,2386
B0706,`33,`630,District - Dharmapuri,Rural,`5-9,411,220,191,101,53,48,72,39,33,92,44,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,330,184,146
B0706,`33,`630,District - Dharmapuri,Rural,`10-14,776,405,371,239,135,104,170,88,82,293,146,147,20,10,10,0,0,0,2,0,2,50,28,22,0,0,0,40,40,0,0,0,0,12,12,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,12,6,4,2,2,400,202,198
B0706,`33,`630,District - Dharmapuri,Rural,15-19,3997,2452,1545,947,539,408,456,251,205,1998,1056,942,88,34,54,62,60,2,108,20,88,388,248,140,18,18,0,742,636,106,6,6,0,212,174,38,72,72,0,4,4,0,0,0,0,0,0,0,14,6,8,0,0,0,38,8,30,118,44,74,620,354,266
B0706,`33,`630,District - Dharmapuri,Rural,20-24,8480,4319,4161,1556,697,859,900,356,544,4474,1708,2766,202,98,104,154,98,56,154,72,82,566,390,176,90,90,0,1326,902,424,0,0,0,386,294,92,254,254,0,6,6,0,0,0,0,56,26,30,60,46,14,14,12,2,164,68,96,186,36,150,1044,560,484
B0706,`33,`630,District - Dharmapuri,Rural,25-29,10269,4692,5577,1875,730,1145,1137,463,674,5943,2021,3922,306,114,192,212,138,74,306,72,234,594,404,190,34,32,2,1664,988,676,0,0,0,408,334,74,328,324,4,46,40,6,0,0,0,22,18,4,32,32,0,24,18,6,198,48,150,160,24,136,730,352,378
B0706,`33,`630,District - Dharmapuri,Rural,30-34,8739,3743,4996,1534,539,995,1044,461,583,5629,1891,3738,320,142,178,180,122,58,290,94,196,372,210,162,14,12,2,1204,574,630,0,0,0,232,176,56,270,266,4,30,26,4,0,0,0,26,26,0,24,24,0,24,12,12,128,58,70,124,14,110,362,174,188
B0706,`33,`630,District - Dharmapuri,Rural,35-39,9496,3855,5641,1603,536,1067,1177,500,677,6612,2125,4487,330,150,180,156,120,36,268,74,194,400,240,160,12,12,0,1136,510,626,0,0,0,254,176,78,228,222,6,20,14,6,0,0,0,0,0,0,6,6,0,46,38,8,58,42,16,106,18,88,290,144,146
B0706,`33,`630,District - Dharmapuri,Rural,40-49,14892,6614,8278,2436,838,1598,2124,1006,1118,10598,4082,6516,558,246,312,288,188,100,350,142,208,388,214,174,14,12,2,1610,824,786,0,0,0,366,218,148,178,170,8,68,30,38,0,0,0,6,6,0,34,30,4,52,48,4,82,20,62,208,38,170,404,178,226
B0706,`33,`630,District - Dharmapuri,Rural,50-59,8851,3846,5005,1717,606,1111,1462,758,704,6574,2540,4034,442,228,214,164,118,46,190,74,116,180,100,80,12,12,0,758,282,476,0,0,0,220,142,78,20,20,0,30,16,14,0,0,0,0,0,0,8,6,2,18,8,10,34,2,32,122,12,110,334,134,200
B0706,`33,`630,District - Dharmapuri,Rural,60-69,5646,2787,2859,1300,509,791,987,585,402,4351,1885,2466,270,156,114,76,62,14,174,64,110,132,64,68,0,0,0,498,230,268,0,0,0,126,74,52,2,2,0,36,30,6,0,0,0,0,0,0,8,6,2,24,24,0,4,0,4,58,6,52,200,108,92
B0706,`33,`630,District - Dharmapuri,Rural,70-79,1459,831,628,487,272,215,296,213,83,1252,638,614,90,68,22,2,0,2,54,30,24,22,18,4,0,0,0,50,18,32,0,0,0,26,20,6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,28,18,10,120,74,46
B0706,`33,`630,District - Dharmapuri,Rural,80+,319,185,134,92,45,47,78,49,29,247,139,108,14,10,4,0,0,0,14,2,12,8,6,2,0,0,0,6,0,6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,40,24,16
B0706,`33,`630,District - Dharmapuri,Rural,Age not stated,51,28,23,7,6,1,4,1,3,22,7,15,0,0,0,12,6,6,12,12,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
B0706,`33,`630,District - Dharmapuri,Urban,Total,8120,4458,3662,2021,1017,1004,341,192,149,2198,959,1239,292,180,112,68,46,22,548,96,452,1082,552,530,10,4,6,1186,834,352,0,0,0,1048,688,360,404,400,4,308,222,86,12,6,6,92,74,18,118,108,10,116,80,36,384,120,264,234,52,182,1700,862,838
B0706,`33,`630,District - Dharmapuri,Urban,`5-9,71,28,43,8,6,2,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,32,42
B0706,`33,`630,District - Dharmapuri,Urban,`10-14,90,46,44,10,9,1,0,0,0,12,7,5,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,80,42,38
B0706,`33,`630,District - Dharmapuri,Urban,15-19,484,299,185,118,67,51,13,8,5,89,36,53,2,2,0,0,0,0,32,0,32,74,40,34,0,0,0,54,48,6,0,0,0,64,38,26,8,8,0,6,0,6,0,0,0,12,12,0,0,0,0,6,6,0,10,4,6,10,2,8,222,162,60
B0706,`33,`630,District - Dharmapuri,Urban,20-24,1020,595,425,199,125,74,26,13,13,179,93,86,40,22,18,12,0,12,40,20,20,110,80,30,0,0,0,144,106,38,0,0,0,110,90,20,46,46,0,26,26,0,0,0,0,32,20,12,30,24,6,16,14,2,60,14,46,18,0,18,330,152,178
B0706,`33,`630,District - Dharmapuri,Urban,25-29,1153,625,528,275,115,160,44,26,18,260,110,150,28,18,10,6,6,0,96,18,78,130,70,60,0,0,0,172,134,38,0,0,0,150,84,66,70,70,0,30,12,18,6,6,0,6,0,6,32,32,0,4,4,0,116,46,70,34,2,32,244,102,142
B0706,`33,`630,District - Dharmapuri,Urban,30-34,1100,631,469,163,89,74,34,21,13,249,101,148,32,18,14,10,8,2,58,12,46,160,72,88,2,2,0,142,124,18,0,0,0,136,110,26,72,72,0,42,32,10,0,0,0,24,24,0,18,16,2,18,18,0,68,26,42,30,6,24,168,58,110
B0706,`33,`630,District - Dharmapuri,Urban,35-39,1053,541,512,298,139,159,38,21,17,261,101,160,56,34,22,14,12,2,112,12,100,136,66,70,0,0,0,148,94,54,0,0,0,172,108,64,68,66,2,22,14,8,6,0,6,6,6,0,12,12,0,26,20,6,78,18,60,34,12,22,162,84,78
B0706,`33,`630,District - Dharmapuri,Urban,40-49,1456,720,736,429,212,217,69,36,33,500,206,294,54,30,24,8,8,0,90,14,76,220,90,130,0,0,0,274,164,110,0,0,0,200,120,80,76,76,0,102,88,14,0,0,0,12,12,0,6,6,0,14,6,8,40,6,34,54,0,54,166,70,96
B0706,`33,`630,District - Dharmapuri,Urban,50-59,1035,602,433,296,147,149,51,28,23,350,155,195,48,34,14,18,12,6,72,8,64,166,104,62,8,2,6,174,116,58,0,0,0,140,94,46,60,60,0,48,32,16,0,0,0,0,0,0,20,18,2,32,12,20,12,6,6,16,6,10,116,62,54
B0706,`33,`630,District - Dharmapuri,Urban,60-69,469,252,217,155,71,84,38,24,14,212,101,111,18,14,4,0,0,0,32,8,24,74,24,50,0,0,0,66,40,26,0,0,0,52,32,20,2,2,0,24,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,8,92,60,32
B0706,`33,`630,District - Dharmapuri,Urban,70-79,161,104,57,57,32,25,17,11,6,69,41,28,14,8,6,0,0,0,14,2,12,10,6,4,0,0,0,12,8,4,0,0,0,16,12,4,2,0,2,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,6,38,30,8
B0706,`33,`630,District - Dharmapuri,Urban,80+,28,15,13,13,5,8,6,2,4,17,8,9,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0
B0706,`33,`630,District - Dharmapuri,Urban,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0706,`33,`631,District - Krishnagiri,Total,Total,116198,58103,58095,20169,9722,10447,17438,9982,7456,65959,28313,37646,3680,2244,1436,310,198,112,4706,1758,2948,7790,5078,2712,108,84,24,12826,6546,6280,18,18,0,5176,4062,1114,2004,1962,42,850,668,182,6,6,0,190,138,52,406,342,64,460,364,96,1236,434,802,2032,532,1500,11172,5096,6076
B0706,`33,`631,District - Krishnagiri,Total,`5-9,898,479,419,199,102,97,152,69,83,217,122,95,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,8,6,2,0,0,0,8,0,8,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,6,6,0,14,12,2,30,12,18,648,340,308
B0706,`33,`631,District - Krishnagiri,Total,`10-14,1982,1152,830,534,282,252,292,146,146,774,416,358,46,38,8,2,2,0,74,30,44,64,32,32,0,0,0,66,38,28,0,0,0,102,94,8,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,6,6,0,10,2,8,78,12,66,990,612,378
B0706,`33,`631,District - Krishnagiri,Total,15-19,8608,5060,3548,1588,958,630,1038,560,478,3850,2102,1748,150,98,52,22,20,2,350,134,216,1078,620,458,2,2,0,794,618,176,0,0,0,554,464,90,184,184,0,104,92,12,0,0,0,8,0,8,2,2,0,32,20,12,56,18,38,150,82,68,1822,1002,820
B0706,`33,`631,District - Krishnagiri,Total,20-24,13897,7423,6474,2443,1371,1072,1745,938,807,6913,3062,3851,260,168,92,18,8,10,590,252,338,1470,1062,408,24,12,12,1436,950,486,0,0,0,760,668,92,358,346,12,92,86,6,0,0,0,46,30,16,80,46,34,62,48,14,242,68,174,286,64,222,1958,986,972
B0706,`33,`631,District - Krishnagiri,Total,25-29,16199,7838,8361,2656,1255,1401,2134,1129,1005,8369,3244,5125,454,284,170,54,16,38,842,312,530,1344,890,454,30,28,2,2028,1082,946,6,6,0,794,632,162,480,472,8,120,98,22,6,6,0,86,66,20,68,58,10,60,52,8,278,116,162,290,88,202,1412,514,898
B0706,`33,`631,District - Krishnagiri,Total,30-34,13722,6538,7184,2257,1000,1257,1833,1000,833,7656,2956,4700,350,194,156,58,34,24,588,252,336,1024,652,372,6,6,0,1844,942,902,6,6,0,560,444,116,366,366,0,92,60,32,0,0,0,30,30,0,92,80,12,42,36,6,162,72,90,314,54,260,956,354,602
B0706,`33,`631,District - Krishnagiri,Total,35-39,14581,6194,8387,2420,937,1483,1957,1017,940,8902,3160,5742,490,250,240,58,50,8,606,158,448,948,582,366,12,6,6,1808,748,1060,0,0,0,572,434,138,258,248,10,126,88,38,0,0,0,12,6,6,28,28,0,42,26,16,170,32,138,208,26,182,804,272,532
B0706,`33,`631,District - Krishnagiri,Total,40-49,22686,10813,11873,3621,1646,1975,3658,2076,1582,14133,5947,8186,858,554,304,62,40,22,796,264,532,1050,690,360,12,12,0,2656,1166,1490,6,6,0,924,640,284,256,244,12,184,146,38,0,0,0,2,0,2,84,80,4,84,54,30,150,60,90,328,66,262,1064,414,650
B0706,`33,`631,District - Krishnagiri,Total,50-59,13484,6903,6581,2295,1036,1259,2494,1544,950,8439,3819,4620,478,272,206,34,26,8,474,184,290,540,370,170,22,18,4,1392,584,808,0,0,0,580,454,126,76,76,0,84,64,20,0,0,0,6,6,0,52,48,4,90,84,6,132,54,78,162,44,118,724,292,432
B0706,`33,`631,District - Krishnagiri,Total,60-69,7195,3861,3334,1487,748,739,1480,1023,457,4788,2338,2450,404,244,160,2,2,0,258,114,144,206,140,66,0,0,0,576,268,308,0,0,0,226,160,66,20,20,0,30,24,6,0,0,0,0,0,0,0,0,0,22,20,2,18,0,18,116,54,62,536,202,334
B0706,`33,`631,District - Krishnagiri,Total,70-79,2267,1426,841,506,283,223,506,372,134,1499,903,596,136,88,48,0,0,0,90,40,50,64,40,24,0,0,0,156,114,42,0,0,0,74,58,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,0,0,0,54,18,36,186,70,116
B0706,`33,`631,District - Krishnagiri,Total,80+,631,385,246,159,102,57,144,104,40,386,227,159,42,42,0,0,0,0,32,12,20,2,0,2,0,0,0,62,30,32,0,0,0,16,8,8,0,0,0,10,8,2,0,0,0,0,0,0,0,0,0,6,6,0,4,0,4,14,12,2,72,38,34
B0706,`33,`631,District - Krishnagiri,Total,Age not stated,48,31,17,4,2,2,5,4,1,33,17,16,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
B0706,`33,`631,District - Krishnagiri,Rural,Total,104141,51199,52942,18017,8374,9643,17019,9746,7273,64025,27359,36666,3380,2064,1316,292,186,106,3904,1532,2372,5634,3490,2144,64,56,8,11314,5406,5908,18,18,0,3644,2846,798,1540,1514,26,542,438,104,0,0,0,114,88,26,220,190,30,342,290,52,786,262,524,1694,464,1230,7626,3624,4002
B0706,`33,`631,District - Krishnagiri,Rural,`5-9,627,326,301,199,102,97,145,66,79,217,122,95,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,8,6,2,0,0,0,8,0,8,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,6,6,0,2,0,2,30,12,18,396,202,194
B0706,`33,`631,District - Krishnagiri,Rural,`10-14,1513,875,638,513,273,240,280,138,142,770,414,356,46,38,8,2,2,0,60,28,32,58,32,26,0,0,0,54,30,24,0,0,0,78,70,8,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,6,6,0,8,2,6,66,6,60,586,376,210
B0706,`33,`631,District - Krishnagiri,Rural,15-19,7603,4425,3178,1446,865,581,991,532,459,3766,2050,1716,146,94,52,22,20,2,302,120,182,870,488,382,0,0,0,714,540,174,0,0,0,424,362,62,176,176,0,96,84,12,0,0,0,6,0,6,0,0,0,14,8,6,38,12,26,130,72,58,1354,732,622
B0706,`33,`631,District - Krishnagiri,Rural,20-24,12167,6377,5790,2125,1135,990,1676,898,778,6722,2960,3762,242,156,86,18,8,10,508,228,280,1012,696,316,12,6,6,1252,790,462,0,0,0,566,514,52,296,296,0,64,64,0,0,0,0,24,18,6,42,28,14,44,36,8,148,36,112,266,62,204,1400,716,684
B0706,`33,`631,District - Krishnagiri,Rural,25-29,14399,6919,7480,2406,1089,1317,2094,1110,984,8113,3132,4981,420,270,150,54,16,38,730,290,440,992,638,354,20,20,0,1824,958,866,6,6,0,596,470,126,384,376,8,94,72,22,0,0,0,40,32,8,48,40,8,52,50,2,178,68,110,234,82,152,926,378,548
B0706,`33,`631,District - Krishnagiri,Rural,30-34,12188,5655,6533,1964,820,1144,1791,977,814,7413,2834,4579,330,182,148,58,34,24,452,202,250,710,416,294,6,6,0,1596,752,844,6,6,0,386,308,78,240,240,0,34,28,6,0,0,0,26,26,0,60,54,6,38,36,2,122,54,68,248,48,200,636,272,364
B0706,`33,`631,District - Krishnagiri,Rural,35-39,13245,5501,7744,2122,779,1343,1925,1000,925,8658,3064,5594,462,232,230,58,50,8,456,124,332,654,388,266,6,6,0,1610,600,1010,0,0,0,364,268,96,196,190,6,88,64,24,0,0,0,12,6,6,8,8,0,32,24,8,102,24,78,172,26,146,564,206,358
B0706,`33,`631,District - Krishnagiri,Rural,40-49,20640,9662,10978,3212,1400,1812,3584,2036,1548,13656,5732,7924,780,508,272,62,40,22,640,212,428,722,450,272,0,0,0,2328,920,1408,6,6,0,638,430,208,186,174,12,98,80,18,0,0,0,0,0,0,36,36,0,70,52,18,88,30,58,272,60,212,686,296,390
B0706,`33,`631,District - Krishnagiri,Rural,50-59,12366,6199,6167,2033,882,1151,2439,1512,927,8172,3665,4507,432,246,186,16,14,2,428,182,246,402,250,152,20,18,2,1230,464,766,0,0,0,376,288,88,56,56,0,42,32,10,0,0,0,6,6,0,26,24,2,50,46,4,86,36,50,130,38,92,488,204,284
B0706,`33,`631,District - Krishnagiri,Rural,60-69,6634,3516,3118,1375,675,700,1448,1001,447,4669,2272,2397,348,204,144,2,2,0,220,94,126,156,98,58,0,0,0,496,216,280,0,0,0,158,102,56,0,0,0,18,12,6,0,0,0,0,0,0,0,0,0,16,14,2,12,0,12,86,34,52,380,142,238
B0706,`33,`631,District - Krishnagiri,Rural,70-79,2128,1351,777,474,262,212,500,371,129,1456,874,582,126,86,40,0,0,0,78,34,44,56,34,22,0,0,0,142,100,42,0,0,0,36,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,0,0,0,52,18,34,148,64,84
B0706,`33,`631,District - Krishnagiri,Rural,80+,589,368,221,146,90,56,141,101,40,380,223,157,36,36,0,0,0,0,24,12,12,2,0,2,0,0,0,60,30,30,0,0,0,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,2,0,2,8,6,2,62,36,26
B0706,`33,`631,District - Krishnagiri,Rural,Age not stated,42,25,17,2,2,0,5,4,1,33,17,16,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0706,`33,`631,District - Krishnagiri,Urban,Total,12057,6904,5153,2152,1348,804,419,236,183,1934,954,980,300,180,120,18,12,6,802,226,576,2156,1588,568,44,28,16,1512,1140,372,0,0,0,1532,1216,316,464,448,16,308,230,78,6,6,0,76,50,26,186,152,34,118,74,44,450,172,278,338,68,270,3546,1472,2074
B0706,`33,`631,District - Krishnagiri,Urban,`5-9,271,153,118,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,252,138,114
B0706,`33,`631,District - Krishnagiri,Urban,`10-14,469,277,192,21,9,12,12,8,4,4,2,2,0,0,0,0,0,0,14,2,12,6,0,6,0,0,0,12,8,4,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,12,6,6,404,236,168
B0706,`33,`631,District - Krishnagiri,Urban,15-19,1005,635,370,142,93,49,47,28,19,84,52,32,4,4,0,0,0,0,48,14,34,208,132,76,2,2,0,80,78,2,0,0,0,130,102,28,8,8,0,8,8,0,0,0,0,2,0,2,2,2,0,18,12,6,18,6,12,20,10,10,468,270,198
B0706,`33,`631,District - Krishnagiri,Urban,20-24,1730,1046,684,318,236,82,69,40,29,191,102,89,18,12,6,0,0,0,82,24,58,458,366,92,12,6,6,184,160,24,0,0,0,194,154,40,62,50,12,28,22,6,0,0,0,22,12,10,38,18,20,18,12,6,94,32,62,20,2,18,558,270,288
B0706,`33,`631,District - Krishnagiri,Urban,25-29,1800,919,881,250,166,84,40,19,21,256,112,144,34,14,20,0,0,0,112,22,90,352,252,100,10,8,2,204,124,80,0,0,0,198,162,36,96,96,0,26,26,0,6,6,0,46,34,12,20,18,2,8,2,6,100,48,52,56,6,50,486,136,350
B0706,`33,`631,District - Krishnagiri,Urban,30-34,1534,883,651,293,180,113,42,23,19,243,122,121,20,12,8,0,0,0,136,50,86,314,236,78,0,0,0,248,190,58,0,0,0,174,136,38,126,126,0,58,32,26,0,0,0,4,4,0,32,26,6,4,0,4,40,18,22,66,6,60,320,82,238
B0706,`33,`631,District - Krishnagiri,Urban,35-39,1336,693,643,298,158,140,32,17,15,244,96,148,28,18,10,0,0,0,150,34,116,294,194,100,6,0,6,198,148,50,0,0,0,208,166,42,62,58,4,38,24,14,0,0,0,0,0,0,20,20,0,10,2,8,68,8,60,36,0,36,240,66,174
